Location,X,Y,Z
Nasion,9.4881500154832,13.1911868027023,0.000141061574513657
Inion,0,0,0
Ar,10.418843248916,4.06712265620427,-0.867996920448684
Al,-0.0231473224165193,11.363795384798,-0.867996920448683
Cz,5.57648965126611,6.75048123874767,11.1341486524403
Example Pt 1,,,
Example Pt 2,,,
Example Pt 3,,,
Example Pt 4,,,
